movie_title,country,language,genres,color,content_rating,plot_keywords,director_name,actor_1_name,actor_2_name,actor_3_name
How to Deal ,USA,English,Comedy|Drama|Romance,Color,PG-13,best friend|high school|mother|sister|wedding,Clare Kilner,Dylan Baker,Alexandra Holden,Trent Ford
Soul Plane ,USA,English,Comedy,Color,R,airline|airplane|bathroom|sex|toilet,Jessy Terrero,Mo'Nique,Snoop Dogg,Tom Arnold
My Stepmother Is an Alien ,USA,English,Comedy|Romance|Sci-Fi,Color,PG-13,alien|earth|female alien|mission|secret,Richard Benjamin,Jon Lovitz,Alyson Hannigan,Tony Jay
The Thirteenth Floor ,Germany,English,Mystery|Sci-Fi|Thriller,Color,R,amnesia|barricade|letter|time|virtual reality,Josef Rusnak,Gretchen Mol,Craig Bierko,Brad William Henke
The Cookout ,USA,English,Comedy,Color,PG-13,flatulence|interracial marriage|marriage,Lance Rivera,Farrah Fawcett,Vincent Pastore,Jenifer Lewis
Highlander ,UK,English,Action|Adventure|Fantasy,Color,R,combat|head cut off|immortal|scotland|swordsman,Russell Mulcahy,Christopher Lambert,Jon Polito,Celia Imrie
Hollywood Ending ,USA,English,Comedy|Romance,Color,PG-13,blind|director|psychosomatic blindness|self deprecating|studio,Woody Allen,Woody Allen,Debra Messing,Treat Williams
Duets ,USA,English,Comedy|Drama|Music,Color,R,convict|karaoke|middle america|salesman|singer,Bruce Paltrow,Lochlyn Munro,Marian Seldes,Huey Lewis
Detroit Rock City ,USA,English,Comedy|Music,Color,R,band|concert|high school|kiss|teenager,Adam Rifkin,Natasha Lyonne,Lin Shaye,Shannon Tweed
Things We Lost in the Fire ,USA,English,Drama,Color,R,best friend|dinner|garage|narcotics anonymous|recovery,Susanne Bier,Alison Lohman,Omar Benson Miller,Robin Weigert
The Homesman ,USA,English,Drama|Western,Color,R,abusive marriage|pastor|prison wagon|roast pig|suicide by hanging,Tommy Lee Jones,Barry Corbin,Tim Blake Nelson,Miranda Otto
The Immigrant ,USA,English,Drama|Romance,Color,R,immigrant|immigration|magician|money|prostitution,James Gray,Jeremy Renner,Dagmara Dominczyk,Angela Sarafyan
Steel ,USA,English,Action|Crime|Sci-Fi,Color,PG-13,fight|gang|junkyard|military|soldier,Kenneth Johnson,Charles Napier,Annabeth Gish,Hill Harper
The White Countess ,UK,English,Drama|History|Romance|War,Color,PG-13,countess|diplomat|japanese|russian|shanghai,James Ivory,Vanessa Redgrave,Natasha Richardson,Lynn Redgrave
Enter the Void ,France,English,Drama|Fantasy,Color,Not Rated,drug deal|drugs|explicit sex|love|stripper,Gaspar Noé,Paz de la Huerta,Emily Alyn Lind,Olly Alexander
Good ,UK,English,Drama|Romance|War,Color,R,censorship|children|corpse|heil hitler|suffering,Vicente Amorim,Viggo Mortensen,Jodie Whittaker,Steven Mackintosh
Hachi: A Dog's Tale ,USA,English,Drama|Family,Color,G,dog|human animal relationship|japanese|loyalty|waiting,Lasse Hallström,Cary-Hiroyuki Tagawa,Sarah Roemer,Joan Allen
Zulu ,France,English,Crime|Drama|Thriller,Color,R,apartheid|corpse|male nudity|murder|police officer,Jérôme Salle,Orlando Bloom,Tanya van Graan,Conrad Kemp
Juwanna Mann ,USA,English,Comedy|Drama|Romance|Sport,Color,PG-13,basketball|dodge viper|hit in the crotch|male nudity|the star spangled banner,Jesse Vaughan,Vivica A. Fox,Jenifer Lewis,Kevin Pollak
Ararat ,Canada,English,Drama|War,Color,R,armenian|armenian genocide|customs agent|genocide|prayer,Atom Egoyan,David Alpay,Marie-Josée Croze,Charles Aznavour
Slow Burn ,USA,English,Drama|Mystery|Thriller,Color,R,district attorney|interview|murder|prosecutor|reporter,Wayne Beach,Mekhi Phifer,LL Cool J,Fisher Stevens
Madison ,USA,English,Drama|Sport,Color,PG,boat racing|hydroplane|loyalty|one word title|scolding,William Bindley,Bruce Dern,Jake Lloyd,William Shockley
The Yellow Handkerchief ,USA,English,Drama|Romance,Color,PG-13,louisiana|overalls|road trip|southern u.s.|teenage boy,Udayan Prasad,Kristen Stewart,Eddie Redmayne,William Hurt
Wasabi ,France,French,Action|Comedy|Crime|Drama|Thriller,Color,R,french|inheritance|japan|letter|police detective hero,Gérard Krawczyk,Carole Bouquet,Ryôko Hirosue,Michel Muller
Slither ,Canada,English,Comedy|Horror|Sci-Fi,Color,R,alien|b movie|sex|slug|small town,James Gunn,Dustin Milligan,Gregg Henry,Tania Saulnier
Home Alone ,USA,English,Comedy|Family,Color,PG,airport|child protagonist|child swearing|christmas|home alone,Chris Columbus,Macaulay Culkin,Devin Ratray,Catherine O'Hara
Beverly Hills Cop ,USA,English,Action|Comedy|Crime,Color,R,drug dealer|drugs|murder|police brutality|police shootout,Martin Brest,Judge Reinhold,Ronny Cox,James Russo
Top Gun ,USA,English,Action|Drama|Romance,Color,PG,flying|gay subtext|machismo|male objectification|pilot,Tony Scott,Tom Cruise,Tom Skerritt,Adrian Pasdar
Tootsie ,USA,English,Comedy|Drama|Romance,Color,PG,actor|actress|friend|love|reputation,Sydney Pollack,Bill Murray,Sydney Pollack,Teri Garr
3 Men and a Baby ,USA,English,Comedy|Drama|Family,Color,PG,1980s|baby|heroin|package|questioned by police,Leonard Nimoy,Tom Selleck,Ted Danson,Steve Guttenberg
The King's Speech ,UK,English,Biography|Drama|History|Romance,Color,R,king|king george vi|speech|speech therapist|throne,Tom Hooper,Colin Firth,Jennifer Ehle,Derek Jacobi
American Beauty ,USA,English,Drama,Color,R,domestic violence|drug dealer|homosexuality|midlife crisis|unfaithfulness,Sam Mendes,Kevin Spacey,Peter Gallagher,Ara Celi
"Crouching Tiger, Hidden Dragon ",Taiwan,Mandarin,Action|Drama|Romance,Color,PG-13,bare midriff|china|magical realism|martial arts|sword,Ang Lee,Chen Chang,Pei-Pei Cheng,Sihung Lung
Twins ,USA,English,Comedy|Crime,Color,PG,bare chested male|brother|catholic orphanage|long lost siblings|twins,Ivan Reitman,Kelly Preston,Tony Jay,Hugh O'Brian
Scream ,USA,English,Horror|Mystery,Color,R,mask|mystery killer|slasher|teenage girl|telephone,Wes Craven,David Arquette,W. Earl Brown,Roger Jackson
The Color Purple ,USA,English,Drama,Color,PG-13,book strap|girl|racial discrimination|racial tension|stereotype,Steven Spielberg,Oprah Winfrey,Rae Dawn Chong,Dana Ivey
The Imitation Game ,UK,English,Biography|Drama|Thriller|War,Color,PG-13,crossword puzzle|cryptography|enigma code|gay lead character|world war two,Morten Tyldum,Benedict Cumberbatch,Rory Kinnear,Allen Leech
Beetlejuice ,USA,English,Comedy|Fantasy,Color,PG,attic|ghost|surrealism|teenage girl|yuppie,Tim Burton,Catherine O'Hara,Jeffrey Jones,Glenn Shadix
Mama ,Canada,English,Fantasy|Horror,Color,PG-13,aunt|children|death of sister|forest|hiding in a closet,Andrés Muschietti,Javier Botet,Megan Charpentier,Isabelle Nélisse
Private Benjamin ,USA,English,Comedy|War,Color,R,camera shot of feet|female stockinged feet|loss of husband|pantyhose|suntan pantyhose,Howard Zieff,Eileen Brennan,Albert Brooks,Alan Oppenheimer
Coal Miner's Daughter ,USA,English,Biography|Drama|Music|Musical,Color,PG,country music|kissing while having sex|poverty|singer|title based on song,Michael Apted,Sissy Spacek,Beverly D'Angelo,Levon Helm
Diary of a Wimpy Kid ,USA,English,Comedy|Family,Color,PG,cheese|diary|friend|middle school|school,Thor Freudenthal,Chloë Grace Moretz,Zachary Gordon,Rachael Harris
The Queen ,UK,English,Biography|Drama,Color,PG-13,monarchy|prime minister|princess diana|queen|speech,Stephen Frears,Roger Allam,Sylvia Syms,Alex Jennings
Why Did I Get Married? ,USA,English,Comedy|Drama,Color,PG-13,marriage|overweight|psychologist|secret|work,Tyler Perry,Michael Jai White,Tasha Smith,Lamman Rucker
The Woman in Black ,UK,English,Drama|Fantasy|Horror|Thriller,Color,PG-13,afterlife|baby boy|bird in a cage|ghost|reunited family,James Watkins,Daniel Radcliffe,Roger Allam,Jessica Raine
Little Women ,USA,English,Drama|Family|Romance,Color,PG,civil war|female protagonist|post civil war|reference to friedrich schiller|u.s. civil war,Gillian Armstrong,Christian Bale,Kirsten Dunst,Eric Stoltz
The Deer Hunter ,UK,English,Drama|War,Color,R,escape|friend|party|pittsburgh steelers|vietnam,Michael Cimino,Robert De Niro,Meryl Streep,John Savage
When a Stranger Calls ,USA,English,Horror|Thriller,Color,PG-13,babysitting|cell phone|high school|nightmare|teenager,Simon West,Madeline Carroll,Tessa Thompson,Brian Geraghty
Big Fat Liar ,USA,English,Adventure|Comedy|Family,Color,PG,brunette|film producer|liar|prank|stunt,Shawn Levy,Frankie Muniz,Donald Faison,Lee Majors
Cop Land ,USA,English,Crime|Drama|Thriller,Color,R,corruption|faked death|falling off a roof|internal affairs|nypd,James Mangold,Robert De Niro,Sylvester Stallone,Janeane Garofalo
The Lizzie McGuire Movie ,USA,English,Adventure|Comedy|Family|Music|Romance,Color,PG,best friend|roma|singer|spaghetti|teenager,Jim Fall,Clayton Snyder,Adam Lamberg,Alex Borstein
Krampus ,USA,English,Comedy|Fantasy|Horror,Color,PG-13,christmas|german|holiday|krampus|santa claus,Michael Dougherty,Adam Scott,Conchata Ferrell,Allison Tolman
End of Watch ,USA,English,Crime|Drama|Thriller,Color,R,lapd|police|police officer|south central los angeles|street gang,David Ayer,Jake Gyllenhaal,Anna Kendrick,America Ferrera
The Faculty ,USA,English,Horror|Mystery|Sci-Fi,Color,R,alien|high school|ohio|photographer|water,Robert Rodriguez,Jordana Brewster,Salma Hayek,Clea DuVall
What's Love Got to Do with It ,USA,English,Biography|Drama|Music,Color,R,abusive husband|love|singer|tina turner|violence,Brian Gibson,Rae'Ven Kelly,Virginia Capers,Dororthy Thorton
Not Another Teen Movie ,USA,English,Comedy,Color,R,cheerleader|foreign exchange student|incestuous desire|incestuous kiss|prom,Joel Gallen,Chris Evans,JoAnna Garcia Swisher,Mia Kirshner
Wild ,USA,English,Adventure|Biography|Drama,Color,R,female protagonist|grief|hiking|loss of mother|mother daughter relationship,Jean-Marc Vallée,Michiel Huisman,Kevin Rankin,Gaby Hoffmann
Lawrence of Arabia ,UK,English,Adventure|Biography|Drama|History|War,Color,PG,arab|british military|desert|ottoman empire|t.e. lawrence,David Lean,Claude Rains,José Ferrer,Jack Hawkins
The Theory of Everything ,UK,English,Biography|Drama|Romance,Color,PG-13,based on memoir|cambridge university|husband wife relationship|lou gehrig's disease|physicist,James Marsh,Eddie Redmayne,Emily Watson,Simon McBurney
Drive ,USA,English,Crime|Drama,Color,R,kissing in an elevator|mythical hero|neo noir|protective male|silent protagonist,Nicolas Winding Refn,Ryan Gosling,Albert Brooks,Russ Tamblyn
The Skulls ,USA,English,Action|Crime|Drama|Thriller,Color,PG-13,college|friend|ivy league|secret society|suicide,Rob Cohen,Paul Walker,Leslie Bibb,William Petersen
Malibu's Most Wanted ,USA,English,Comedy|Crime,Color,PG-13,los angeles california|person in car trunk|racial impersonation|south asian|street gang,John Whitesell,Greg Grunberg,Regina Hall,Blair Underwood
All About Steve ,USA,English,Comedy|Romance,Color,PG-13,blind date|crossword puzzle|eccentric|fall|mine shaft,Phil Traill,Bradley Cooper,Katy Mixon,Beth Grant
Where the Heart Is ,USA,English,Comedy|Drama|Romance,Color,PG-13,birth|oklahoma|photographer|tennessee|wal mart,Matt Williams,Natalie Portman,James Frain,Stockard Channing
Because of Winn-Dixie ,USA,English,Comedy|Drama|Family,Color,PG,10 year old|dog|florida|girl|supermarket,Wayne Wang,Cicely Tyson,Luke Benward,Eva Marie Saint
The Princess Bride ,USA,English,Adventure|Family|Fantasy|Romance,Color,PG,fairy tale|giant|pirate|princess|true love,Rob Reiner,Robin Wright,Carol Kane,André the Giant
Halloween: Resurrection ,USA,English,Comedy|Horror|Thriller,Color,R,cult film|halloween|killer|michael myers|serial killer,Rick Rosenthal,Jamie Lee Curtis,Thomas Ian Nicholas,Bianca Kajlich
The Great Debaters ,USA,English,Biography|Drama,Color,PG-13,college|debate|student|texas|wiley college,Denzel Washington,Denzel Washington,Jurnee Smollett-Bell,John Heard
When the Game Stands Tall ,USA,English,Drama|Family|Sport,Color,PG,coach|high school football,Thomas Carter,Jessie T. Usher,Matthew Daddario,Ser'Darius Blain
Confessions of a Teenage Drama Queen ,Germany,English,Comedy|Family|Music|Romance,Color,PG,band|friend|new york city|suburb|teenager,Sara Sugarman,Adam Garcia,Carol Kane,Glenne Headly
The Object of My Affection ,USA,English,Comedy|Drama|Romance,Color,R,baby|dancing|gay|name calling|penis slur,Nicholas Hytner,Liam Aiken,Tim Daly,Kali Rocha
28 Weeks Later ,UK,English,Drama|Horror|Sci-Fi,Color,R,paris france|rage|sniper|u.s. army|zombie apocalypse,Juan Carlos Fresnadillo,Jeremy Renner,Harold Perrineau,Catherine McCormack
Grosse Pointe Blank ,USA,English,Action|Comedy|Crime|Romance|Thriller,Color,R,assassin|high school|high school reunion|reunion|suburb,George Armitage,Minnie Driver,Michael Cudlitz,Mitchell Ryan
Love & Basketball ,USA,English,Drama|Romance|Sport,Color,PG-13,basketball movie|female basketball player|high school|nba|title directed by female,Gina Prince-Bythewood,Alfre Woodard,Sanaa Lathan,Omar Epps
Book of Shadows: Blair Witch 2 ,USA,English,Adventure|Fantasy|Horror|Mystery|Thriller,Color,R,convenience store|digit in title|punctuation in title|violence|witch,Joe Berlinger,Kim Director,Erica Leerhsen,Kurt Loder
Boogie Nights ,USA,English,Drama,Color,R,1970s|adult entertainment industry|nightclub|porn industry|san fernando valley california,Paul Thomas Anderson,Don Cheadle,Nicole Ari Parker,Nina Hartley
Ramona and Beezus ,USA,English,Adventure|Comedy|Family|Fantasy,Color,G,aunt|cat|death of pet|girl|no opening credits,Elizabeth Allen Rosenbaum,Sierra McCormick,Hutch Dano,Jason Spevack
The November Man ,USA,English,Action|Crime|Thriller,Color,R,critically bashed|premarital sex|sex scene|sex standing up|stripper,Roger Donaldson,Luke Bracey,Akie Kotabe,Will Patton
The Craft ,USA,English,Drama|Fantasy|Horror|Thriller,Color,R,coven|occult|outcast|spell|witch,Andrew Fleming,Christine Taylor,Rachel True,Brenda Strong
Match Point ,UK,English,Drama|Romance|Thriller,Color,R,extramarital affair|infidelity|irony of fate|surprise ending|tennis,Woody Allen,Scarlett Johansson,Mark Gatiss,Penelope Wilton
The Remains of the Day ,UK,English,Drama|Romance,Color,PG,butler|housekeeper|manor|servant|service,James Ivory,Anthony Hopkins,Peter Vaughan,Ben Chaplin
Nowhere to Run ,USA,English,Action|Crime|Drama|Romance|Thriller,Color,R,business|escaped convict|farm|motorcycle|widow,Robert Harmon,Kieran Culkin,Rosanna Arquette,Joss Ackland
Urban Legends: Final Cut ,USA,English,Horror|Mystery|Thriller,Color,R,film set|movie set|sequel|slow motion|urban legend,John Ottman,Loretta Devine,Joey Lawrence,Jacinda Barrett
The Place Beyond the Pines ,USA,English,Crime|Drama|Thriller,Color,R,bank|carnival|motorcycle|police|rookie cop,Derek Cianfrance,Ryan Gosling,Ben Mendelsohn,Angelo Anthony Pizza
Flicka ,USA,English,Adventure|Drama|Family,Color,PG,father son relationship|horse|horse ranch|ranch|wild mustang,Michael Mayer,Alison Lohman,Danny Pino,Tim McGraw
The Hills Have Eyes II ,USA,English,Horror,Color,R,desert|fight|hill|murder|mutant,Martin Weisz,Jeff Kober,Daniella Alonso,Jacob Vargas
Keanu ,USA,English,Action|Comedy,Color,R,car chase|gangsta|gun fight|hitman|kitten,Peter Atencio,Nia Long,Will Forte,Keegan-Michael Key
Country Strong ,Official site,English,Drama|Music,Color,PG-13,country music|panties|pink panties|relapse|songwriter,Shana Feste,Leighton Meester,Cinda McCain,Tim McGraw
Tuck Everlasting ,USA,English,Drama|Family|Fantasy|Romance,Color,PG,fountain of youth|immortality|secret|woods|young man,Jay Russell,William Hurt,Sissy Spacek,Jonathan Jackson
Disturbing Behavior ,Australia,English,Horror|Mystery|Sci-Fi|Thriller,Color,R,blue ribbon|high school|jacket|jock|yogurt,David Nutter,Bruce Greenwood,Ethan Embry,Katharine Isabelle
The Big Lebowski ,USA,English,Comedy|Crime,Color,R,death|drug|nihilism|rug|white russian,Joel Coen,Philip Seymour Hoffman,Jeff Bridges,Steve Buscemi
A Most Wanted Man ,UK,English,Crime|Drama|Thriller,Color,R,intelligence|intelligence agency|secret service|surveillance camera|war on terror,Anton Corbijn,Philip Seymour Hoffman,Nina Hoss,Homayoun Ershadi
The Hurt Locker ,USA,English,Drama|History|Thriller|War,Color,R,army|bomb|dangerous job|death|iraq,Kathryn Bigelow,Jeremy Renner,Christian Camargo,Brian Geraghty
Eye of the Beholder ,Canada,English,Drama|Mystery|Thriller,Color,R,chicago illinois|false identity|femme fatale|new york city|spying,Stephan Elliott,Jason Priestley,Patrick Bergin,Geneviève Bujold
The Man with the Iron Fists ,USA,English,Action,Color,R,blacksmith|box office flop|chop socky|critically bashed|village,RZA,Rick Yune,RZA,Daniel Wu
Killing Them Softly ,USA,English,Crime|Thriller,Color,R,exploding car|hit by a car|poker game|punched in the face|shot to death,Andrew Dominik,Brad Pitt,Sam Shepard,Ben Mendelsohn
Freddy Got Fingered ,USA,English,Comedy,Color,R,animator|bamboo cane|cartoonist|sausage|slacker,Tom Green,Rip Torn,Harland Williams,Eddie Kaye Thomas
One Day ,USA,English,Drama|Romance,Color,PG-13,23 year time span|accidental death|best friend|loss of loved one|male female friendship,Lone Scherfig,Anne Hathaway,Jim Sturgess,Rafe Spall
De-Lovely ,USA,English,Biography|Drama|Music|Musical, Black and White,PG-13,cole porter|composer|love|party|tears,Irwin Winkler,Kevin McNally,Keith Allen,Sandra Nelson
Whip It ,USA,English,Drama|Sport,Color,PG-13,beauty pageant|friend|pageant|roller derby|texas,Drew Barrymore,Daniel Stern,Jimmy Fallon,Alia Shawkat
The Pirates Who Don't Do Anything: A VeggieTales Movie ,USA,English,Adventure|Animation|Comedy|Family,Color,G,17th century|king|pirate|vegetable|waiter,Mike Nawrocki,Yuri Lowenthal,Cam Clarke,Phil Vischer
U2 3D ,USA,English,Documentary|Music,Color,G,3d in title|digit in title|rock band|rocker|u2,Catherine Owens,Bono,The Edge,Larry Mullen Jr.
Highlander: Endgame ,USA,English,Action|Adventure|Fantasy|Sci-Fi,Color,R,battle|explosion|immortal|revenge|sequel to cult film,Douglas Aarniokoski,Christopher Lambert,Adrian Paul,Adam Copeland
Idlewild ,USA,English,Crime|Drama|Musical|Romance,Color,R,gangster|playing piano|song and dance|speakeasy|written and directed by cast member,Bryan Barber,Cicely Tyson,Faizon Love,Bobb'e J. Thompson
Confidence ,USA,English,Crime|Thriller,Color,R,con|grifter|lap dance|organized crime|shot in the forehead,James Foley,Louis Lombardi,Brian Van Holt,Leland Orser
Knockaround Guys ,USA,English,Crime|Drama|Thriller,Color,R,mob|mobster|money|montana|sheriff,Brian Koppelman,Vin Diesel,Tom Noonan,Kevin Gage
Barney's Great Adventure ,Canada,English,Adventure|Family,Color,G,apostrophe in title|critically bashed|hit on the head with a ball|punctuation in title|tyrannosaurus rex,Steve Gomer,Trevor Morgan,Kyla Pratt,Shirley Douglas
